,Years,OpeningPrice,Year
1685,2010-06-17,579.5,2010
1686,2010-06-18,581.0,2010
1687,2010-06-21,581.0,2010
1688,2010-06-22,581.25,2010
1689,2010-06-23,573.21,2010
1690,2010-06-24,583.0,2010
1691,2010-06-25,583.25,2010
1692,2010-06-28,583.75,2010
1693,2010-06-29,583.75,2010
1694,2010-06-30,585.0,2010
1695,2010-07-01,584.75,2010
1696,2010-07-02,584.0,2010
1697,2010-07-05,576.37,2010
1698,2010-07-06,585.0,2010
1699,2010-07-07,585.0,2010
1700,2010-07-08,585.25,2010
1701,2010-07-09,577.89,2010
1702,2010-07-12,577.6,2010
1703,2010-07-13,587.0,2010
1704,2010-07-14,577.81,2010
1705,2010-07-15,589.0,2010
1706,2010-07-16,589.25,2010
1707,2010-07-19,589.0,2010
1708,2010-07-20,589.0,2010
1709,2010-07-21,589.25,2010
1710,2010-07-22,589.0,2010
1711,2010-07-23,589.25,2010
1712,2010-07-26,580.63,2010
1713,2010-07-27,580.56,2010
1714,2010-07-28,584.0,2010
1715,2010-07-29,584.25,2010
1716,2010-07-30,585.0,2010
1717,2010-08-02,577.54,2010
1718,2010-08-03,585.25,2010
1719,2010-08-04,585.25,2010
1720,2010-08-05,585.0,2010
1721,2010-08-06,578.06,2010
1722,2010-08-09,572.7,2010
1723,2010-08-10,585.5,2010
1724,2010-08-11,586.0,2010
1725,2010-08-12,586.05,2010
1726,2010-08-13,586.0,2010
1727,2010-08-16,579.88,2010
1728,2010-08-17,577.65,2010
1729,2010-08-18,578.0,2010
1730,2010-08-19,577.76,2010
1731,2010-08-20,577.75,2010
1732,2010-08-23,576.68,2010
1733,2010-08-24,578.18,2010
1734,2010-08-25,577.68,2010
1735,2010-08-26,577.86,2010
1736,2010-08-27,577.87,2010
1737,2010-08-30,575.33,2010
1738,2010-08-31,577.5,2010
1739,2010-09-01,577.71,2010
1740,2010-09-02,582.0,2010
1741,2010-09-03,573.79,2010
1742,2010-09-06,572.4,2010
1743,2010-09-07,574.59,2010
1744,2010-09-08,582.0,2010
1745,2010-09-09,582.25,2010
1746,2010-09-10,574.99,2010
1747,2010-09-13,577.21,2010
1748,2010-09-14,584.0,2010
1749,2010-09-15,584.3,2010
1750,2010-09-16,584.0,2010
1751,2010-09-17,583.75,2010
1752,2010-09-20,578.74,2010
1753,2010-09-21,584.75,2010
1754,2010-09-22,585.0,2010
1755,2010-09-23,584.8,2010
1756,2010-09-24,577.47,2010
1757,2010-09-27,574.95,2010
1758,2010-09-28,586.0,2010
1759,2010-09-29,577.0,2010
1760,2010-09-30,578.0,2010
1761,2010-10-01,573.73,2010
1762,2010-10-04,571.07,2010
1763,2010-10-05,577.5,2010
1764,2010-10-06,578.75,2010
1765,2010-10-07,578.5,2010
1766,2010-10-08,578.55,2010
1767,2010-10-11,578.51,2010
1768,2010-10-12,576.24,2010
1769,2010-10-13,578.0,2010
1770,2010-10-14,578.25,2010
1771,2010-10-15,578.25,2010
1772,2010-10-18,584.61,2010
1773,2010-10-19,577.29,2010
1774,2010-10-20,578.25,2010
1775,2010-10-21,578.25,2010
1776,2010-10-22,578.25,2010
1777,2010-10-25,578.26,2010
1778,2010-10-26,578.0,2010
1779,2010-10-27,580.0,2010
1780,2010-10-28,579.0,2010
1781,2010-10-29,579.0,2010
1782,2010-11-01,576.46,2010
1783,2010-11-02,580.0,2010
1784,2010-11-03,578.0,2010
1785,2010-11-04,580.0,2010
1786,2010-11-05,580.0,2010
1787,2010-11-08,580.0,2010
1788,2010-11-09,580.0,2010
1789,2010-11-10,580.0,2010
1790,2010-11-11,579.0,2010
1791,2010-11-12,578.0,2010
1792,2010-11-15,583.35,2010
1793,2010-11-16,578.0,2010
1794,2010-11-17,580.0,2010
1795,2010-11-18,582.78,2010
1796,2010-11-19,580.0,2010
1797,2010-11-22,582.48,2010
1798,2010-11-23,580.0,2010
1799,2010-11-24,580.0,2010
1800,2010-11-25,582.0,2010
1801,2010-11-26,583.72,2010
1802,2010-11-29,582.0,2010
1803,2010-11-30,582.0,2010
1804,2010-12-01,582.0,2010
1805,2010-12-02,580.0,2010
1806,2010-12-03,580.0,2010
1807,2010-12-06,576.18,2010
1808,2010-12-07,586.0,2010
1809,2010-12-08,587.0,2010
1810,2010-12-09,588.0,2010
1811,2010-12-10,587.0,2010
1812,2010-12-13,586.0,2010
1813,2010-12-14,589.0,2010
1814,2010-12-15,589.0,2010
1815,2010-12-16,588.0,2010
1816,2010-12-17,588.0,2010
1817,2010-12-20,588.67,2010
1818,2010-12-21,585.0,2010
1819,2010-12-22,586.0,2010
1820,2010-12-23,586.0,2010
1821,2010-12-24,586.0,2010
1822,2010-12-27,586.0,2010
1823,2010-12-28,586.0,2010
1824,2010-12-29,586.0,2010
1825,2010-12-30,585.0,2010
1826,2010-12-31,586.0,2010
1827,2011-01-03,580.51,2011
1828,2011-01-04,586.0,2011
1829,2011-01-05,585.0,2011
1830,2011-01-06,586.0,2011
1831,2011-01-07,585.0,2011
1832,2011-01-10,587.02,2011
1833,2011-01-11,585.0,2011
1834,2011-01-12,584.68,2011
1835,2011-01-13,586.0,2011
1836,2011-01-14,585.0,2011
1837,2011-01-17,587.48,2011
1838,2011-01-18,587.0,2011
1839,2011-01-19,588.0,2011
1840,2011-01-20,587.0,2011
1841,2011-01-21,590.45,2011
1842,2011-01-24,586.76,2011
1843,2011-01-25,587.0,2011
1844,2011-01-26,586.0,2011
1845,2011-01-27,589.0,2011
1846,2011-01-28,588.55,2011
1847,2011-01-31,593.15,2011
1848,2011-02-01,589.0,2011
1849,2011-02-02,589.0,2011
1850,2011-02-03,588.0,2011
1851,2011-02-04,587.0,2011
1852,2011-02-07,590.4,2011
1853,2011-02-08,586.47,2011
1854,2011-02-09,594.0,2011
1855,2011-02-10,595.0,2011
1856,2011-02-11,596.0,2011
1857,2011-02-14,588.2,2011
1858,2011-02-15,595.0,2011
1859,2011-02-16,596.0,2011
1860,2011-02-17,595.0,2011
1861,2011-02-18,597.0,2011
1862,2011-02-21,582.01,2011
1863,2011-02-22,591.0,2011
1864,2011-02-23,590.0,2011
1865,2011-02-24,590.0,2011
1866,2011-02-25,590.0,2011
1867,2011-02-28,590.0,2011
1868,2011-03-01,591.0,2011
1869,2011-03-02,590.0,2011
1870,2011-03-03,590.0,2011
1871,2011-03-04,590.0,2011
1872,2011-03-07,587.88,2011
1873,2011-03-08,590.0,2011
1874,2011-03-09,592.0,2011
1875,2011-03-10,590.0,2011
1876,2011-03-11,591.0,2011
1877,2011-03-14,583.0,2011
1878,2011-03-15,590.0,2011
1879,2011-03-16,592.0,2011
1880,2011-03-17,593.0,2011
1881,2011-03-18,594.0,2011
1882,2011-03-21,586.97,2011
1883,2011-03-22,587.42,2011
1884,2011-03-23,590.77,2011
1885,2011-03-24,593.0,2011
1886,2011-03-25,593.0,2011
1887,2011-03-28,592.1,2011
1888,2011-03-29,593.0,2011
1889,2011-03-30,593.0,2011
1890,2011-03-31,593.0,2011
1891,2011-04-01,591.0,2011
1892,2011-04-04,585.55,2011
1893,2011-04-05,588.85,2011
1894,2011-04-06,593.0,2011
1895,2011-04-07,593.0,2011
1896,2011-04-08,593.0,2011
1897,2011-04-11,586.08,2011
1898,2011-04-12,593.0,2011
1899,2011-04-13,588.25,2011
1900,2011-04-14,592.0,2011
1901,2011-04-15,599.99,2011
1902,2011-04-18,590.96,2011
1903,2011-04-19,593.0,2011
1904,2011-04-20,593.0,2011
1905,2011-04-21,592.0,2011
1906,2011-04-22,592.0,2011
1907,2011-04-25,591.63,2011
1908,2011-04-26,592.0,2011
1909,2011-04-27,593.0,2011
1910,2011-04-28,593.0,2011
1911,2011-04-29,592.0,2011
1912,2011-05-02,591.62,2011
1913,2011-05-03,592.0,2011
1914,2011-05-04,593.0,2011
1915,2011-05-05,593.0,2011
1916,2011-05-06,592.0,2011
1917,2011-05-09,597.31,2011
1918,2011-05-10,593.0,2011
1919,2011-05-11,593.0,2011
1920,2011-05-12,593.0,2011
1921,2011-05-13,593.0,2011
1922,2011-05-16,597.04,2011
1923,2011-05-17,592.0,2011
1924,2011-05-18,594.0,2011
1925,2011-05-19,591.0,2011
1926,2011-05-20,593.0,2011
1927,2011-05-23,589.97,2011
1928,2011-05-24,592.0,2011
1929,2011-05-25,593.0,2011
1930,2011-05-26,592.0,2011
1931,2011-05-27,591.0,2011
1932,2011-05-30,583.15,2011
1933,2011-05-31,589.46,2011
1934,2011-06-01,593.0,2011
1935,2011-06-02,593.0,2011
1936,2011-06-03,593.0,2011
1937,2011-06-06,584.24,2011
1938,2011-06-07,592.0,2011
1939,2011-06-08,591.0,2011
1940,2011-06-09,592.0,2011
1941,2011-06-10,591.0,2011
1942,2011-06-13,592.5,2011
1943,2011-06-14,591.0,2011
1944,2011-06-15,589.11,2011
1945,2011-06-16,592.0,2011
1946,2011-06-17,592.0,2011
1947,2011-06-20,588.61,2011
1948,2011-06-21,593.0,2011
1949,2011-06-22,593.0,2011
1950,2011-06-23,593.0,2011
1951,2011-06-24,593.0,2011
1952,2011-06-27,590.58,2011
1953,2011-06-28,593.0,2011
1954,2011-06-29,593.0,2011
1955,2011-06-30,593.0,2011
1956,2011-07-01,589.99,2011
1957,2011-07-04,588.54,2011
1958,2011-07-05,588.2,2011
1959,2011-07-06,592.0,2011
1960,2011-07-07,593.0,2011
1961,2011-07-08,592.0,2011
1962,2011-07-11,588.28,2011
1963,2011-07-12,593.0,2011
1964,2011-07-13,593.0,2011
1965,2011-07-14,593.0,2011
1966,2011-07-15,592.0,2011
1967,2011-07-18,589.46,2011
1968,2011-07-19,592.0,2011
1969,2011-07-20,592.0,2011
1970,2011-07-21,592.0,2011
1971,2011-07-22,593.0,2011
1972,2011-07-25,589.72,2011
1973,2011-07-26,592.0,2011
1974,2011-07-27,592.0,2011
1975,2011-07-28,592.0,2011
1976,2011-07-29,592.0,2011
1977,2011-08-01,583.64,2011
1978,2011-08-02,590.11,2011
1979,2011-08-03,586.21,2011
1980,2011-08-04,588.42,2011
1981,2011-08-05,592.46,2011
1982,2011-08-08,583.06,2011
1983,2011-08-09,588.52,2011
1984,2011-08-10,588.09,2011
1985,2011-08-11,588.19,2011
1986,2011-08-12,588.4,2011
1987,2011-08-15,587.79,2011
1988,2011-08-16,582.11,2011
1989,2011-08-17,587.2,2011
1990,2011-08-18,588.46,2011
1991,2011-08-19,588.04,2011
1992,2011-08-22,584.52,2011
1993,2011-08-23,592.0,2011
1994,2011-08-24,591.0,2011
1995,2011-08-25,590.0,2011
1996,2011-08-26,591.0,2011
1997,2011-08-29,586.63,2011
1998,2011-08-30,590.0,2011
1999,2011-08-31,591.0,2011
2000,2011-09-01,591.0,2011
2001,2011-09-02,591.0,2011
2002,2011-09-05,590.95,2011
2003,2011-09-06,588.05,2011
2004,2011-09-07,592.0,2011
2005,2011-09-08,591.0,2011
2006,2011-09-09,590.0,2011
2007,2011-09-12,594.35,2011
2008,2011-09-13,587.49,2011
2009,2011-09-14,591.0,2011
2010,2011-09-15,591.0,2011
2011,2011-09-16,592.0,2011
2012,2011-09-19,590.0,2011
2013,2011-09-20,587.47,2011
2014,2011-09-21,593.0,2011
2015,2011-09-22,587.52,2011
2016,2011-09-23,587.1,2011
2017,2011-09-26,585.44,2011
2018,2011-09-27,586.63,2011
2019,2011-09-28,585.77,2011
2020,2011-09-29,593.0,2011
2021,2011-09-30,591.0,2011
2022,2011-10-03,593.0,2011
2023,2011-10-04,591.0,2011
2024,2011-10-05,580.87,2011
2025,2011-10-06,591.0,2011
2026,2011-10-07,592.0,2011
2027,2011-10-10,586.15,2011
2028,2011-10-11,589.03,2011
2029,2011-10-12,587.03,2011
2030,2011-10-13,592.0,2011
2031,2011-10-14,592.0,2011
2032,2011-10-17,587.29,2011
2033,2011-10-18,590.0,2011
2034,2011-10-19,591.0,2011
2035,2011-10-20,593.0,2011
2036,2011-10-21,594.0,2011
2037,2011-10-24,584.05,2011
2038,2011-10-25,592.0,2011
2039,2011-10-26,593.0,2011
2040,2011-10-27,587.75,2011
2041,2011-10-28,592.0,2011
2042,2011-10-31,590.78,2011
2043,2011-11-01,588.01,2011
2044,2011-11-02,591.01,2011
2045,2011-11-03,590.7,2011
2046,2011-11-04,589.78,2011
2047,2011-11-07,592.34,2011
2048,2011-11-08,595.0,2011
2049,2011-11-09,592.0,2011
2050,2011-11-10,592.0,2011
2051,2011-11-11,594.0,2011
2052,2011-11-14,586.06,2011
2053,2011-11-15,590.73,2011
2054,2011-11-16,591.77,2011
2055,2011-11-17,591.69,2011
2056,2011-11-18,591.31,2011
2057,2011-11-21,595.03,2011
2058,2011-11-22,591.48,2011
2059,2011-11-23,591.76,2011
2060,2011-11-24,591.77,2011
2061,2011-11-25,591.62,2011
2062,2011-11-28,590.06,2011
2063,2011-11-29,590.06,2011
2064,2011-11-30,590.06,2011
2065,2011-12-01,595.0,2011
2066,2011-12-02,593.0,2011
2067,2011-12-05,594.93,2011
2068,2011-12-06,595.0,2011
2069,2011-12-07,595.0,2011
2070,2011-12-08,596.0,2011
2071,2011-12-09,596.0,2011
2072,2011-12-12,593.42,2011
2073,2011-12-13,593.61,2011
2074,2011-12-14,596.0,2011
2075,2011-12-15,595.0,2011
2076,2011-12-16,595.0,2011
2077,2011-12-19,590.11,2011
2078,2011-12-20,596.0,2011
2079,2011-12-21,595.0,2011
2080,2011-12-22,590.99,2011
2081,2011-12-23,596.0,2011
2082,2011-12-26,596.0,2011
2083,2011-12-27,590.81,2011
2084,2011-12-28,596.0,2011
2085,2011-12-29,596.0,2011
2086,2011-12-30,596.0,2011
2087,2012-01-02,588.9,2012
2088,2012-01-03,591.51,2012
2089,2012-01-04,596.0,2012
2090,2012-01-05,596.0,2012
2091,2012-01-06,596.0,2012
2092,2012-01-09,595.07,2012
2093,2012-01-10,596.0,2012
2094,2012-01-11,596.0,2012
2095,2012-01-12,596.0,2012
2096,2012-01-13,595.0,2012
2097,2012-01-16,594.61,2012
2098,2012-01-17,589.54,2012
2099,2012-01-18,596.0,2012
2100,2012-01-19,596.0,2012
2101,2012-01-20,596.0,2012
2102,2012-01-23,589.41,2012
2103,2012-01-24,596.0,2012
2104,2012-01-25,596.0,2012
2105,2012-01-26,596.0,2012
2106,2012-01-27,595.0,2012
2107,2012-01-30,586.38,2012
2108,2012-01-31,595.0,2012
2109,2012-02-01,596.0,2012
2110,2012-02-02,596.0,2012
2111,2012-02-03,596.0,2012
2112,2012-02-06,591.9,2012
2113,2012-02-07,596.0,2012
2114,2012-02-08,596.0,2012
2115,2012-02-09,592.77,2012
2116,2012-02-10,595.0,2012
2117,2012-02-13,593.08,2012
2118,2012-02-14,596.0,2012
2119,2012-02-15,591.65,2012
2120,2012-02-16,596.0,2012
2121,2012-02-17,596.0,2012
2122,2012-02-20,591.27,2012
2123,2012-02-21,592.85,2012
2124,2012-02-22,596.0,2012
2125,2012-02-23,595.0,2012
2126,2012-02-24,596.0,2012
2127,2012-02-27,588.76,2012
2128,2012-02-28,596.0,2012
2129,2012-02-29,595.0,2012
2130,2012-03-01,597.0,2012
2131,2012-03-02,597.0,2012
2132,2012-03-05,593.05,2012
2133,2012-03-06,598.0,2012
2134,2012-03-07,598.0,2012
2135,2012-03-08,597.0,2012
2136,2012-03-09,597.0,2012
2137,2012-03-12,597.0,2012
2138,2012-03-13,596.0,2012
2139,2012-03-14,597.0,2012
2140,2012-03-15,597.0,2012
2141,2012-03-16,597.0,2012
2142,2012-03-19,588.5,2012
2143,2012-03-20,598.0,2012
2144,2012-03-21,596.0,2012
2145,2012-03-22,596.0,2012
2146,2012-03-23,596.0,2012
2147,2012-03-26,589.36,2012
2148,2012-03-27,598.0,2012
2149,2012-03-28,596.0,2012
2150,2012-03-29,597.0,2012
2151,2012-03-30,596.0,2012
2152,2012-04-02,592.41,2012
2153,2012-04-03,598.0,2012
2154,2012-04-04,598.0,2012
2155,2012-04-05,596.0,2012
2156,2012-04-06,598.0,2012
2157,2012-04-09,593.36,2012
2158,2012-04-10,597.0,2012
2159,2012-04-11,598.0,2012
2160,2012-04-12,598.0,2012
2161,2012-04-13,597.0,2012
2162,2012-04-16,594.91,2012
2163,2012-04-17,597.0,2012
2164,2012-04-18,598.0,2012
2165,2012-04-19,597.0,2012
2166,2012-04-20,597.0,2012
2167,2012-04-23,589.64,2012
2168,2012-04-24,596.0,2012
2169,2012-04-25,597.0,2012
2170,2012-04-26,597.0,2012
2171,2012-04-27,592.1,2012
2172,2012-04-30,589.8,2012
2173,2012-05-01,598.0,2012
2174,2012-05-02,598.0,2012
2175,2012-05-03,597.0,2012
2176,2012-05-04,597.0,2012
2177,2012-05-07,593.24,2012
2178,2012-05-08,597.0,2012
2179,2012-05-09,590.88,2012
2180,2012-05-10,598.0,2012
2181,2012-05-11,597.0,2012
2182,2012-05-14,591.62,2012
2183,2012-05-15,598.0,2012
2184,2012-05-16,598.0,2012
2185,2012-05-17,597.0,2012
2186,2012-05-18,591.01,2012
2187,2012-05-21,586.56,2012
2188,2012-05-22,596.0,2012
2189,2012-05-23,594.24,2012
2190,2012-05-24,594.24,2012
2191,2012-05-25,592.36,2012
2192,2012-05-28,593.31,2012
2193,2012-05-29,592.66,2012
2194,2012-05-30,592.72,2012
2195,2012-05-31,593.33,2012
2196,2012-06-01,592.12,2012
2197,2012-06-04,585.23,2012
2198,2012-06-05,587.55,2012
2199,2012-06-06,589.63,2012
2200,2012-06-07,586.89,2012
2201,2012-06-08,592.15,2012
2202,2012-06-11,587.74,2012
2203,2012-06-12,594.86,2012
2204,2012-06-13,597.0,2012
2205,2012-06-14,588.94,2012
2206,2012-06-15,587.73,2012
2207,2012-06-18,588.73,2012
2208,2012-06-19,597.96,2012
2209,2012-06-20,586.99,2012
2210,2012-06-21,589.92,2012
2211,2012-06-22,596.52,2012
2212,2012-06-25,589.61,2012
2213,2012-06-26,589.65,2012
2214,2012-06-27,590.54,2012
2215,2012-06-28,593.35,2012
2216,2012-06-29,591.5,2012
2217,2012-07-02,588.48,2012
2218,2012-07-03,603.0,2012
2219,2012-07-04,591.09,2012
2220,2012-07-05,594.0,2012
2221,2012-07-06,601.53,2012
2222,2012-07-09,599.67,2012
2223,2012-07-10,593.78,2012
2224,2012-07-11,598.13,2012
2225,2012-07-12,597.58,2012
2226,2012-07-13,594.66,2012
2227,2012-07-16,590.6,2012
2228,2012-07-17,591.02,2012
2229,2012-07-18,594.91,2012
2230,2012-07-19,592.86,2012
2231,2012-07-20,596.48,2012
2232,2012-07-23,598.99,2012
2233,2012-07-24,595.91,2012
2234,2012-07-25,596.21,2012
2235,2012-07-26,594.6,2012
2236,2012-07-27,592.49,2012
2237,2012-07-30,594.17,2012
2238,2012-07-31,595.44,2012
2239,2012-08-01,594.49,2012
2240,2012-08-02,599.27,2012
2241,2012-08-03,602.57,2012
2242,2012-08-06,593.44,2012
2243,2012-08-07,595.0,2012
2244,2012-08-08,603.0,2012
2245,2012-08-09,597.95,2012
2246,2012-08-10,598.76,2012
2247,2012-08-13,597.38,2012
2248,2012-08-14,597.38,2012
2249,2012-08-15,599.89,2012
2250,2012-08-16,595.82,2012
2251,2012-08-17,592.07,2012
2252,2012-08-20,597.15,2012
2253,2012-08-21,597.16,2012
2254,2012-08-22,595.85,2012
2255,2012-08-23,595.03,2012
2256,2012-08-24,597.94,2012
2257,2012-08-27,599.07,2012
2258,2012-08-28,599.84,2012
2259,2012-08-29,597.49,2012
2260,2012-08-30,599.83,2012
2261,2012-08-31,598.92,2012
2262,2012-09-03,598.96,2012
2263,2012-09-04,597.68,2012
2264,2012-09-05,599.43,2012
2265,2012-09-06,595.91,2012
2266,2012-09-07,597.63,2012
2267,2012-09-10,592.7,2012
2268,2012-09-11,600.08,2012
2269,2012-09-12,596.17,2012
2270,2012-09-13,599.8,2012
2271,2012-09-14,595.23,2012
2272,2012-09-17,597.68,2012
2273,2012-09-18,596.82,2012
2274,2012-09-19,597.45,2012
2275,2012-09-20,594.57,2012
2276,2012-09-21,593.74,2012
2277,2012-09-24,595.92,2012
2278,2012-09-25,593.23,2012
2279,2012-09-26,594.65,2012
2280,2012-09-27,593.9,2012
2281,2012-09-28,592.11,2012
2282,2012-10-01,611.9,2012
2283,2012-10-02,609.36,2012
2284,2012-10-03,608.96,2012
2285,2012-10-04,608.84,2012
2286,2012-10-05,605.62,2012
2287,2012-10-08,608.52,2012
2288,2012-10-09,603.17,2012
2289,2012-10-10,606.17,2012
2290,2012-10-11,603.65,2012
2291,2012-10-12,603.2,2012
2292,2012-10-15,604.68,2012
2293,2012-10-16,604.62,2012
2294,2012-10-17,600.45,2012
2295,2012-10-18,604.29,2012
2296,2012-10-19,606.06,2012
2297,2012-10-22,605.21,2012
2298,2012-10-23,612.85,2012
2299,2012-10-24,613.5,2012
2300,2012-10-25,610.94,2012
2301,2012-10-26,615.16,2012
2302,2012-10-29,605.45,2012
2303,2012-10-30,607.04,2012
2304,2012-10-31,605.52,2012
2305,2012-11-01,608.84,2012
2306,2012-11-02,607.43,2012
2307,2012-11-05,608.46,2012
2308,2012-11-06,605.95,2012
2309,2012-11-07,606.05,2012
2310,2012-11-08,608.32,2012
2311,2012-11-09,606.24,2012
2312,2012-11-12,606.49,2012
2313,2012-11-13,606.38,2012
2314,2012-11-14,606.95,2012
2315,2012-11-15,606.53,2012
2316,2012-11-16,605.61,2012
2317,2012-11-19,605.92,2012
2318,2012-11-20,606.14,2012
2319,2012-11-21,606.22,2012
2320,2012-11-22,605.15,2012
2321,2012-11-23,606.11,2012
2322,2012-11-26,602.96,2012
2323,2012-11-27,604.62,2012
2324,2012-11-28,606.88,2012
2325,2012-11-29,603.3,2012
2326,2012-11-30,606.77,2012
2327,2012-12-03,606.49,2012
2328,2012-12-04,605.3,2012
2329,2012-12-05,605.92,2012
2330,2012-12-06,606.96,2012
2331,2012-12-07,610.91,2012
2332,2012-12-10,606.49,2012
2333,2012-12-11,604.92,2012
2334,2012-12-12,605.76,2012
2335,2012-12-13,604.31,2012
2336,2012-12-14,605.84,2012
2337,2012-12-17,603.2,2012
2338,2012-12-18,606.24,2012
2339,2012-12-19,604.57,2012
2340,2012-12-20,609.55,2012
2341,2012-12-21,607.15,2012
2342,2012-12-24,623.0,2012
2343,2012-12-25,623.0,2012
2344,2012-12-26,608.31,2012
2345,2012-12-27,624.0,2012
2346,2012-12-28,607.72,2012
2347,2012-12-31,604.9,2012
2348,2013-01-01,605.98,2013
2349,2013-01-02,605.41,2013
2350,2013-01-03,609.6,2013
2351,2013-01-04,609.88,2013
2352,2013-01-07,614.0,2013
2353,2013-01-08,602.52,2013
2354,2013-01-09,608.54,2013
2355,2013-01-10,606.21,2013
2356,2013-01-11,598.46,2013
2357,2013-01-14,602.83,2013
2358,2013-01-15,625.0,2013
2359,2013-01-16,608.93,2013
2360,2013-01-17,607.96,2013
2361,2013-01-18,606.06,2013
2362,2013-01-21,608.29,2013
2363,2013-01-22,606.5,2013
2364,2013-01-23,607.58,2013
2365,2013-01-24,607.9,2013
2366,2013-01-25,604.52,2013
2367,2013-01-28,605.48,2013
2368,2013-01-29,606.33,2013
2369,2013-01-30,655.0,2013
2370,2013-01-31,605.89,2013
2371,2013-02-01,605.66,2013
2372,2013-02-04,606.78,2013
2373,2013-02-05,608.88,2013
2374,2013-02-06,605.77,2013
2375,2013-02-07,607.28,2013
2376,2013-02-08,614.9,2013
2377,2013-02-11,609.03,2013
2378,2013-02-12,605.97,2013
2379,2013-02-13,606.28,2013
2380,2013-02-14,608.91,2013
2381,2013-02-15,605.0,2013
2382,2013-02-18,605.09,2013
2383,2013-02-19,606.63,2013
2384,2013-02-20,660.0,2013
2385,2013-02-21,635.0,2013
2386,2013-02-22,620.24,2013
2387,2013-02-25,621.36,2013
2388,2013-02-26,630.37,2013
2389,2013-02-27,622.93,2013
2390,2013-02-28,621.34,2013
2391,2013-03-01,624.01,2013
2392,2013-03-04,622.59,2013
2393,2013-03-05,635.0,2013
2394,2013-03-06,621.77,2013
2395,2013-03-07,635.0,2013
2396,2013-03-08,635.0,2013
2397,2013-03-11,626.57,2013
2398,2013-03-12,645.0,2013
2399,2013-03-13,622.19,2013
2400,2013-03-14,625.44,2013
2401,2013-03-15,619.07,2013
2402,2013-03-18,621.13,2013
2403,2013-03-19,623.28,2013
2404,2013-03-20,627.62,2013
2405,2013-03-21,622.74,2013
2406,2013-03-22,623.47,2013
2407,2013-03-25,620.38,2013
2408,2013-03-26,630.79,2013
2409,2013-03-27,622.46,2013
2410,2013-03-28,640.0,2013
2411,2013-03-29,640.0,2013
2412,2013-04-01,623.41,2013
2413,2013-04-02,640.0,2013
2414,2013-04-03,622.82,2013
2415,2013-04-04,620.96,2013
2416,2013-04-05,640.0,2013
2417,2013-04-08,624.35,2013
2418,2013-04-09,623.8,2013
2419,2013-04-10,622.52,2013
2420,2013-04-11,645.0,2013
2421,2013-04-12,624.58,2013
2422,2013-04-15,622.97,2013
2423,2013-04-16,640.0,2013
2424,2013-04-17,618.94,2013
2425,2013-04-18,630.98,2013
2426,2013-04-19,630.0,2013
2427,2013-04-22,626.29,2013
2428,2013-04-23,622.25,2013
2429,2013-04-24,626.07,2013
2430,2013-04-25,624.64,2013
2431,2013-04-26,626.47,2013
2432,2013-04-29,620.18,2013
2433,2013-04-30,619.82,2013
2434,2013-05-01,615.27,2013
2435,2013-05-02,619.79,2013
2436,2013-05-03,635.0,2013
2437,2013-05-06,640.0,2013
2438,2013-05-07,640.76,2013
2439,2013-05-08,637.63,2013
2440,2013-05-09,633.07,2013
2441,2013-05-10,635.0,2013
2442,2013-05-13,628.83,2013
2443,2013-05-14,628.55,2013
2444,2013-05-15,639.15,2013
2445,2013-05-16,627.37,2013
2446,2013-05-17,637.83,2013
2447,2013-05-20,639.83,2013
2448,2013-05-21,637.55,2013
2449,2013-05-22,636.76,2013
2450,2013-05-23,640.73,2013
2451,2013-05-24,636.63,2013
2452,2013-05-27,639.73,2013
2453,2013-05-28,639.38,2013
2454,2013-05-29,642.5,2013
2455,2013-05-30,638.46,2013
2456,2013-05-31,635.91,2013
2457,2013-06-03,638.63,2013
2458,2013-06-04,636.09,2013
2459,2013-06-05,639.5,2013
2460,2013-06-06,637.63,2013
2461,2013-06-07,632.65,2013
2462,2013-06-10,632.65,2013
2463,2013-06-11,632.65,2013
2464,2013-06-12,632.65,2013
2465,2013-06-13,635.13,2013
2466,2013-06-14,637.29,2013
2467,2013-06-17,637.85,2013
2468,2013-06-18,638.18,2013
2469,2013-06-19,638.55,2013
2470,2013-06-20,642.14,2013
2471,2013-06-21,637.91,2013
2472,2013-06-24,643.5,2013
2473,2013-06-25,620.81,2013
2474,2013-06-26,633.15,2013
2475,2013-06-27,631.36,2013
2476,2013-06-28,638.03,2013
2477,2013-07-01,641.84,2013
2478,2013-07-02,637.88,2013
2479,2013-07-03,637.28,2013
2480,2013-07-04,625.0,2013
2481,2013-07-05,643.41,2013
2482,2013-07-08,641.32,2013
2483,2013-07-09,637.97,2013
2484,2013-07-10,642.63,2013
2485,2013-07-11,630.43,2013
2486,2013-07-12,637.19,2013
2487,2013-07-15,637.83,2013
2488,2013-07-16,635.62,2013
2489,2013-07-17,636.92,2013
2490,2013-07-18,640.15,2013
2491,2013-07-19,630.0,2013
2492,2013-07-22,637.68,2013
2493,2013-07-23,638.88,2013
2494,2013-07-24,636.72,2013
2495,2013-07-25,640.83,2013
2496,2013-07-26,633.76,2013
2497,2013-07-29,638.74,2013
2498,2013-07-30,639.93,2013
2499,2013-07-31,636.8,2013
2500,2013-08-01,636.8,2013
2501,2013-08-02,640.68,2013
2502,2013-08-05,633.78,2013
2503,2013-08-06,634.34,2013
2504,2013-08-07,629.99,2013
2505,2013-08-08,635.14,2013
2506,2013-08-09,632.67,2013
