,Years,OpeningPrice,Year
854,2007-04-11,523.33,2007
855,2007-04-12,522.7,2007
856,2007-04-13,524.69,2007
857,2007-04-16,525.28,2007
858,2007-04-17,523.35,2007
859,2007-04-18,524.49,2007
860,2007-04-19,523.2,2007
861,2007-04-20,525.19,2007
862,2007-04-23,523.33,2007
863,2007-04-24,521.92,2007
864,2007-04-25,524.72,2007
865,2007-04-26,524.71,2007
866,2007-04-27,523.31,2007
867,2007-04-30,523.05,2007
868,2007-05-01,524.45,2007
869,2007-05-02,523.45,2007
870,2007-05-03,526.6,2007
871,2007-05-04,523.54,2007
872,2007-05-07,524.57,2007
873,2007-05-08,524.99,2007
874,2007-05-09,524.42,2007
875,2007-05-10,526.27,2007
876,2007-05-11,522.12,2007
877,2007-05-14,524.46,2007
878,2007-05-15,521.67,2007
879,2007-05-16,527.16,2007
880,2007-05-17,527.94,2007
881,2007-05-18,522.48,2007
882,2007-05-21,523.21,2007
883,2007-05-22,524.03,2007
884,2007-05-23,523.78,2007
885,2007-05-24,535.46,2007
886,2007-05-25,534.56,2007
887,2007-05-28,534.74,2007
888,2007-05-29,535.81,2007
889,2007-05-30,533.81,2007
890,2007-05-31,533.44,2007
891,2007-06-01,533.56,2007
892,2007-06-04,533.16,2007
893,2007-06-05,534.23,2007
894,2007-06-06,535.49,2007
895,2007-06-07,536.59,2007
896,2007-06-08,533.44,2007
897,2007-06-11,534.1,2007
898,2007-06-12,536.26,2007
899,2007-06-13,533.36,2007
900,2007-06-14,534.88,2007
901,2007-06-15,530.86,2007
902,2007-06-18,534.23,2007
903,2007-06-19,533.42,2007
904,2007-06-20,535.88,2007
905,2007-06-21,534.18,2007
906,2007-06-22,532.84,2007
907,2007-06-25,535.0,2007
908,2007-06-26,535.68,2007
909,2007-06-27,535.02,2007
910,2007-06-28,536.44,2007
911,2007-06-29,533.86,2007
912,2007-07-02,534.79,2007
913,2007-07-03,536.85,2007
914,2007-07-04,536.98,2007
915,2007-07-05,539.65,2007
916,2007-07-06,535.92,2007
917,2007-07-09,537.66,2007
918,2007-07-10,532.54,2007
919,2007-07-11,538.24,2007
920,2007-07-12,537.88,2007
921,2007-07-13,536.46,2007
922,2007-07-16,538.42,2007
923,2007-07-17,536.92,2007
924,2007-07-18,537.38,2007
925,2007-07-19,537.85,2007
926,2007-07-20,535.61,2007
927,2007-07-23,537.15,2007
928,2007-07-24,536.26,2007
929,2007-07-25,536.97,2007
930,2007-07-26,537.23,2007
931,2007-07-27,538.43,2007
932,2007-07-30,536.72,2007
933,2007-07-31,538.59,2007
934,2007-08-01,537.18,2007
935,2007-08-02,536.22,2007
936,2007-08-03,534.31,2007
937,2007-08-06,537.92,2007
938,2007-08-07,539.49,2007
939,2007-08-08,536.94,2007
940,2007-08-09,540.16,2007
941,2007-08-10,535.67,2007
942,2007-08-13,538.91,2007
943,2007-08-14,538.9,2007
944,2007-08-15,539.74,2007
945,2007-08-16,535.53,2007
946,2007-08-17,536.21,2007
947,2007-08-20,537.26,2007
948,2007-08-21,539.02,2007
949,2007-08-22,534.35,2007
950,2007-08-23,537.71,2007
951,2007-08-24,535.06,2007
952,2007-08-27,537.62,2007
953,2007-08-28,540.04,2007
954,2007-08-29,535.36,2007
955,2007-08-30,536.1,2007
956,2007-08-31,538.67,2007
957,2007-09-03,537.47,2007
958,2007-09-04,535.54,2007
959,2007-09-05,534.22,2007
960,2007-09-06,535.29,2007
961,2007-09-07,533.11,2007
962,2007-09-10,533.11,2007
963,2007-09-11,535.98,2007
964,2007-09-12,534.9,2007
965,2007-09-13,537.26,2007
966,2007-09-14,536.16,2007
967,2007-09-17,536.75,2007
968,2007-09-18,531.94,2007
969,2007-09-19,536.01,2007
970,2007-09-20,534.75,2007
971,2007-09-21,534.65,2007
972,2007-09-24,537.98,2007
973,2007-09-25,533.98,2007
974,2007-09-26,536.35,2007
975,2007-09-27,536.49,2007
976,2007-09-28,533.1,2007
977,2007-10-01,536.25,2007
978,2007-10-02,535.94,2007
979,2007-10-03,538.01,2007
980,2007-10-04,534.97,2007
981,2007-10-05,535.5,2007
982,2007-10-08,536.98,2007
983,2007-10-09,532.75,2007
984,2007-10-10,535.51,2007
985,2007-10-11,535.77,2007
986,2007-10-12,535.39,2007
987,2007-10-15,536.84,2007
988,2007-10-16,534.39,2007
989,2007-10-17,533.12,2007
990,2007-10-18,533.46,2007
991,2007-10-19,534.22,2007
992,2007-10-22,536.65,2007
993,2007-10-23,533.81,2007
994,2007-10-24,533.4,2007
995,2007-10-25,534.73,2007
996,2007-10-26,534.76,2007
997,2007-10-29,535.13,2007
998,2007-10-30,533.85,2007
999,2007-10-31,534.91,2007
1000,2007-11-01,535.35,2007
1001,2007-11-02,534.76,2007
1002,2007-11-05,535.24,2007
1003,2007-11-06,534.82,2007
1004,2007-11-07,537.41,2007
1005,2007-11-08,534.82,2007
1006,2007-11-09,535.66,2007
1007,2007-11-12,536.08,2007
1008,2007-11-13,534.02,2007
1009,2007-11-14,536.41,2007
1010,2007-11-15,535.38,2007
1011,2007-11-16,532.91,2007
1012,2007-11-19,533.89,2007
1013,2007-11-20,533.27,2007
1014,2007-11-21,532.83,2007
1015,2007-11-22,534.06,2007
1016,2007-11-23,534.05,2007
1017,2007-11-26,548.49,2007
1018,2007-11-27,535.64,2007
1019,2007-11-28,530.81,2007
1020,2007-11-29,534.11,2007
1021,2007-11-30,541.72,2007
1022,2007-12-03,535.97,2007
1023,2007-12-04,533.32,2007
1024,2007-12-05,538.45,2007
1025,2007-12-06,531.47,2007
1026,2007-12-07,534.75,2007
1027,2007-12-10,533.45,2007
1028,2007-12-11,535.18,2007
1029,2007-12-12,533.05,2007
1030,2007-12-13,537.41,2007
1031,2007-12-14,537.24,2007
1032,2007-12-17,533.64,2007
1033,2007-12-18,548.49,2007
1034,2007-12-19,534.6,2007
1035,2007-12-20,534.51,2007
1036,2007-12-21,533.48,2007
1037,2007-12-24,533.19,2007
1038,2007-12-25,532.97,2007
1039,2007-12-26,548.49,2007
1040,2007-12-27,530.06,2007
1041,2007-12-28,533.33,2007
1042,2007-12-31,538.05,2007
1043,2008-01-01,538.05,2008
1044,2008-01-02,532.48,2008
1045,2008-01-03,534.0,2008
1046,2008-01-04,532.4,2008
1047,2008-01-07,533.99,2008
1048,2008-01-08,534.48,2008
1049,2008-01-09,535.47,2008
1050,2008-01-10,528.89,2008
1051,2008-01-11,534.33,2008
1052,2008-01-14,535.21,2008
1053,2008-01-15,536.56,2008
1054,2008-01-16,538.24,2008
1055,2008-01-17,533.81,2008
1056,2008-01-18,533.89,2008
1057,2008-01-21,535.41,2008
1058,2008-01-22,527.74,2008
1059,2008-01-23,531.46,2008
1060,2008-01-24,530.8,2008
1061,2008-01-25,534.8,2008
1062,2008-01-28,531.41,2008
1063,2008-01-29,533.59,2008
1064,2008-01-30,531.18,2008
1065,2008-01-31,533.53,2008
1066,2008-02-01,532.92,2008
1067,2008-02-04,531.16,2008
1068,2008-02-05,533.78,2008
1069,2008-02-06,532.7,2008
1070,2008-02-07,537.6,2008
1071,2008-02-08,531.18,2008
1072,2008-02-11,533.72,2008
1073,2008-02-12,530.62,2008
1074,2008-02-13,533.2,2008
1075,2008-02-14,532.23,2008
1076,2008-02-15,533.26,2008
1077,2008-02-18,531.92,2008
1078,2008-02-19,533.45,2008
1079,2008-02-20,531.07,2008
1080,2008-02-21,530.56,2008
1081,2008-02-22,534.11,2008
1082,2008-02-25,533.76,2008
1083,2008-02-26,528.73,2008
1084,2008-02-27,531.7,2008
1085,2008-02-28,531.02,2008
1086,2008-02-29,535.1,2008
1087,2008-03-03,534.02,2008
1088,2008-03-04,534.9,2008
1089,2008-03-05,534.53,2008
1090,2008-03-06,534.61,2008
1091,2008-03-07,534.68,2008
1092,2008-03-10,534.48,2008
1093,2008-03-11,539.5,2008
1094,2008-03-12,532.38,2008
1095,2008-03-13,535.07,2008
1096,2008-03-14,532.91,2008
1097,2008-03-17,534.96,2008
1098,2008-03-18,535.2,2008
1099,2008-03-19,536.73,2008
1100,2008-03-20,534.73,2008
1101,2008-03-21,526.3,2008
1102,2008-03-24,535.79,2008
1103,2008-03-25,533.03,2008
1104,2008-03-26,531.36,2008
1105,2008-03-27,534.06,2008
1106,2008-03-28,536.97,2008
1107,2008-03-31,536.28,2008
1108,2008-04-01,548.49,2008
1109,2008-04-02,533.13,2008
1110,2008-04-03,530.77,2008
1111,2008-04-04,535.02,2008
1112,2008-04-07,534.97,2008
1113,2008-04-08,535.74,2008
1114,2008-04-09,530.59,2008
1115,2008-04-10,539.02,2008
1116,2008-04-11,534.41,2008
1117,2008-04-14,534.11,2008
1118,2008-04-15,536.33,2008
1119,2008-04-16,534.56,2008
1120,2008-04-17,535.53,2008
1121,2008-04-18,534.76,2008
1122,2008-04-21,534.61,2008
1123,2008-04-22,532.73,2008
1124,2008-04-23,534.24,2008
1125,2008-04-24,536.66,2008
1126,2008-04-25,532.82,2008
1127,2008-04-28,534.77,2008
1128,2008-04-29,534.35,2008
1129,2008-04-30,531.27,2008
1130,2008-05-01,548.49,2008
1131,2008-05-02,535.36,2008
1132,2008-05-05,532.85,2008
1133,2008-05-06,533.4,2008
1134,2008-05-07,534.63,2008
1135,2008-05-08,531.76,2008
1136,2008-05-09,534.05,2008
1137,2008-05-12,531.16,2008
1138,2008-05-13,533.49,2008
1139,2008-05-14,532.24,2008
1140,2008-05-15,535.27,2008
1141,2008-05-16,533.2,2008
1142,2008-05-19,535.46,2008
1143,2008-05-20,533.74,2008
1144,2008-05-21,532.56,2008
1145,2008-05-22,534.64,2008
1146,2008-05-23,532.07,2008
1147,2008-05-26,532.43,2008
1148,2008-05-27,535.93,2008
1149,2008-05-28,535.05,2008
1150,2008-05-29,532.76,2008
1151,2008-05-30,533.13,2008
1152,2008-06-02,531.0,2008
1153,2008-06-03,536.54,2008
1154,2008-06-04,534.55,2008
1155,2008-06-05,526.39,2008
1156,2008-06-06,533.5,2008
1157,2008-06-09,538.63,2008
1158,2008-06-10,534.74,2008
1159,2008-06-11,532.13,2008
1160,2008-06-12,527.45,2008
1161,2008-06-13,533.27,2008
1162,2008-06-16,533.09,2008
1163,2008-06-17,532.55,2008
1164,2008-06-18,531.58,2008
1165,2008-06-19,528.31,2008
1166,2008-06-20,532.97,2008
1167,2008-06-23,533.37,2008
1168,2008-06-24,528.26,2008
1169,2008-06-25,526.11,2008
1170,2008-06-26,532.31,2008
1171,2008-06-27,532.61,2008
1172,2008-06-30,528.73,2008
1173,2008-07-01,539.25,2008
1174,2008-07-02,524.67,2008
1175,2008-07-03,534.84,2008
1176,2008-07-04,533.35,2008
1177,2008-07-07,526.06,2008
1178,2008-07-08,528.23,2008
1179,2008-07-09,527.85,2008
1180,2008-07-10,534.15,2008
1181,2008-07-11,533.66,2008
1182,2008-07-14,532.27,2008
1183,2008-07-15,537.88,2008
1184,2008-07-16,538.19,2008
1185,2008-07-17,533.85,2008
1186,2008-07-18,533.99,2008
1187,2008-07-21,534.9,2008
1188,2008-07-22,533.32,2008
1189,2008-07-23,536.16,2008
1190,2008-07-24,536.28,2008
1191,2008-07-25,535.23,2008
1192,2008-07-28,535.44,2008
1193,2008-07-29,541.05,2008
1194,2008-07-30,535.12,2008
1195,2008-07-31,536.61,2008
1196,2008-08-01,545.35,2008
1197,2008-08-04,545.35,2008
1198,2008-08-05,545.25,2008
1199,2008-08-06,546.15,2008
1200,2008-08-07,545.4,2008
1201,2008-08-08,546.0,2008
1202,2008-08-11,545.5,2008
1203,2008-08-12,545.5,2008
1204,2008-08-13,545.15,2008
1205,2008-08-14,545.15,2008
1206,2008-08-15,545.65,2008
1207,2008-08-18,545.65,2008
1208,2008-08-19,545.65,2008
1209,2008-08-20,545.65,2008
1210,2008-08-21,546.95,2008
1211,2008-08-22,547.9,2008
1212,2008-08-25,548.5,2008
1213,2008-08-26,536.52,2008
1214,2008-08-27,540.21,2008
1215,2008-08-28,541.39,2008
1216,2008-08-29,540.72,2008
1217,2008-09-01,539.77,2008
1218,2008-09-02,537.41,2008
1219,2008-09-03,532.64,2008
1220,2008-09-04,544.21,2008
1221,2008-09-05,533.1,2008
1222,2008-09-08,541.14,2008
1223,2008-09-09,540.49,2008
1224,2008-09-10,542.44,2008
1225,2008-09-11,535.57,2008
1226,2008-09-12,534.7,2008
1227,2008-09-15,534.63,2008
1228,2008-09-16,541.09,2008
1229,2008-09-17,539.36,2008
1230,2008-09-18,550.79,2008
1231,2008-09-19,536.98,2008
1232,2008-09-22,531.16,2008
1233,2008-09-23,543.48,2008
1234,2008-09-24,540.45,2008
1235,2008-09-25,541.54,2008
1236,2008-09-26,538.6,2008
1237,2008-09-29,537.8,2008
1238,2008-09-30,547.74,2008
1239,2008-10-01,544.06,2008
1240,2008-10-02,543.62,2008
1241,2008-10-03,544.19,2008
1242,2008-10-06,542.15,2008
1243,2008-10-07,537.88,2008
1244,2008-10-08,542.89,2008
1245,2008-10-09,544.25,2008
1246,2008-10-10,545.91,2008
1247,2008-10-13,540.52,2008
1248,2008-10-14,544.63,2008
1249,2008-10-15,550.54,2008
1250,2008-10-16,540.49,2008
1251,2008-10-17,539.11,2008
1252,2008-10-20,545.32,2008
1253,2008-10-21,547.35,2008
1254,2008-10-22,541.36,2008
1255,2008-10-23,533.99,2008
1256,2008-10-24,538.46,2008
1257,2008-10-27,536.5,2008
1258,2008-10-28,528.49,2008
1259,2008-10-29,534.15,2008
1260,2008-10-30,548.52,2008
1261,2008-10-31,541.98,2008
1262,2008-11-03,550.89,2008
1263,2008-11-04,530.31,2008
1264,2008-11-05,541.27,2008
1265,2008-11-06,549.25,2008
1266,2008-11-07,542.96,2008
1267,2008-11-10,548.34,2008
1268,2008-11-11,550.8,2008
1269,2008-11-12,546.09,2008
1270,2008-11-13,530.22,2008
1271,2008-11-14,545.61,2008
1272,2008-11-17,540.47,2008
1273,2008-11-18,540.22,2008
1274,2008-11-19,546.59,2008
1275,2008-11-20,543.72,2008
1276,2008-11-21,539.72,2008
1277,2008-11-24,529.98,2008
1278,2008-11-25,534.31,2008
1279,2008-11-26,545.39,2008
1280,2008-11-27,540.97,2008
1281,2008-11-28,545.73,2008
1282,2008-12-01,544.47,2008
1283,2008-12-02,539.12,2008
1284,2008-12-03,538.28,2008
1285,2008-12-04,535.73,2008
1286,2008-12-05,540.43,2008
1287,2008-12-08,538.46,2008
1288,2008-12-09,537.89,2008
1289,2008-12-10,538.77,2008
1290,2008-12-11,535.72,2008
1291,2008-12-12,541.62,2008
1292,2008-12-15,533.87,2008
1293,2008-12-16,527.95,2008
1294,2008-12-17,532.23,2008
1295,2008-12-18,556.41,2008
1296,2008-12-19,547.1,2008
1297,2008-12-22,545.06,2008
1298,2008-12-23,548.93,2008
1299,2008-12-24,545.86,2008
1300,2008-12-25,545.47,2008
1301,2008-12-26,545.08,2008
1302,2008-12-29,561.98,2008
1303,2008-12-30,548.6,2008
1304,2008-12-31,547.51,2008
1305,2009-01-01,546.96,2009
1306,2009-01-02,549.03,2009
1307,2009-01-05,548.53,2009
1308,2009-01-06,540.6,2009
1309,2009-01-07,546.63,2009
1310,2009-01-08,546.0,2009
1311,2009-01-09,562.54,2009
1312,2009-01-12,553.61,2009
1313,2009-01-13,557.76,2009
1314,2009-01-14,554.97,2009
1315,2009-01-15,554.92,2009
1316,2009-01-16,553.11,2009
1317,2009-01-19,560.56,2009
1318,2009-01-20,558.27,2009
1319,2009-01-21,549.0,2009
1320,2009-01-22,553.37,2009
1321,2009-01-23,546.91,2009
1322,2009-01-26,544.71,2009
1323,2009-01-27,554.51,2009
1324,2009-01-28,559.76,2009
1325,2009-01-29,562.99,2009
1326,2009-01-30,553.7,2009
1327,2009-02-02,555.41,2009
1328,2009-02-03,554.68,2009
1329,2009-02-04,555.04,2009
1330,2009-02-05,553.58,2009
1331,2009-02-06,554.67,2009
1332,2009-02-09,554.52,2009
1333,2009-02-10,554.8,2009
1334,2009-02-11,554.66,2009
1335,2009-02-12,554.29,2009
1336,2009-02-13,554.61,2009
1337,2009-02-16,555.33,2009
1338,2009-02-17,555.67,2009
1339,2009-02-18,556.23,2009
1340,2009-02-19,555.95,2009
1341,2009-02-20,546.85,2009
1342,2009-02-23,555.91,2009
1343,2009-02-24,556.21,2009
1344,2009-02-25,555.89,2009
1345,2009-02-26,556.59,2009
1346,2009-02-27,555.57,2009
1347,2009-03-02,556.27,2009
1348,2009-03-03,556.1,2009
1349,2009-03-04,555.82,2009
1350,2009-03-05,555.16,2009
1351,2009-03-06,555.85,2009
1352,2009-03-09,555.97,2009
1353,2009-03-10,556.31,2009
1354,2009-03-11,555.91,2009
1355,2009-03-12,556.25,2009
1356,2009-03-13,555.87,2009
1357,2009-03-16,559.09,2009
1358,2009-03-17,556.93,2009
1359,2009-03-18,557.36,2009
1360,2009-03-19,557.6,2009
1361,2009-03-20,556.96,2009
1362,2009-03-23,557.79,2009
1363,2009-03-24,557.69,2009
1364,2009-03-25,558.04,2009
1365,2009-03-26,558.19,2009
1366,2009-03-27,557.87,2009
1367,2009-03-30,558.82,2009
1368,2009-03-31,559.3,2009
1369,2009-04-01,557.95,2009
1370,2009-04-02,558.4,2009
1371,2009-04-03,557.59,2009
1372,2009-04-06,557.91,2009
1373,2009-04-07,557.96,2009
1374,2009-04-08,557.91,2009
1375,2009-04-09,557.85,2009
1376,2009-04-10,564.63,2009
1377,2009-04-13,567.0,2009
1378,2009-04-14,556.73,2009
1379,2009-04-15,557.49,2009
1380,2009-04-16,556.83,2009
1381,2009-04-17,556.79,2009
1382,2009-04-20,556.28,2009
1383,2009-04-21,556.78,2009
1384,2009-04-22,556.86,2009
1385,2009-04-23,557.0,2009
1386,2009-04-24,557.7,2009
1387,2009-04-27,556.96,2009
1388,2009-04-28,557.13,2009
1389,2009-04-29,558.29,2009
1390,2009-04-30,557.87,2009
1391,2009-05-01,558.75,2009
1392,2009-05-04,556.61,2009
1393,2009-05-05,557.49,2009
1394,2009-05-06,557.95,2009
1395,2009-05-07,557.97,2009
1396,2009-05-08,557.46,2009
1397,2009-05-11,555.84,2009
1398,2009-05-12,556.41,2009
1399,2009-05-13,558.21,2009
1400,2009-05-14,556.41,2009
1401,2009-05-15,556.21,2009
1402,2009-05-18,555.88,2009
1403,2009-05-19,555.97,2009
1404,2009-05-20,556.88,2009
1405,2009-05-21,551.99,2009
1406,2009-05-22,557.19,2009
1407,2009-05-25,556.86,2009
1408,2009-05-26,556.29,2009
1409,2009-05-27,557.08,2009
1410,2009-05-28,556.86,2009
1411,2009-05-29,555.92,2009
1412,2009-06-01,566.0,2009
1413,2009-06-02,557.21,2009
1414,2009-06-03,556.77,2009
1415,2009-06-04,557.88,2009
1416,2009-06-05,557.05,2009
1417,2009-06-08,556.85,2009
1418,2009-06-09,556.78,2009
1419,2009-06-10,556.25,2009
1420,2009-06-11,557.51,2009
1421,2009-06-12,556.96,2009
1422,2009-06-15,558.38,2009
1423,2009-06-16,556.81,2009
1424,2009-06-17,557.09,2009
1425,2009-06-18,558.83,2009
1426,2009-06-19,557.5,2009
1427,2009-06-22,557.56,2009
1428,2009-06-23,557.84,2009
1429,2009-06-24,557.49,2009
1430,2009-06-25,557.0,2009
1431,2009-06-26,557.4,2009
1432,2009-06-29,556.6,2009
1433,2009-06-30,557.69,2009
1434,2009-07-01,557.81,2009
1435,2009-07-02,557.71,2009
1436,2009-07-03,557.83,2009
1437,2009-07-06,557.83,2009
1438,2009-07-07,558.3,2009
1439,2009-07-08,558.32,2009
1440,2009-07-09,558.18,2009
1441,2009-07-10,558.33,2009
1442,2009-07-13,558.74,2009
1443,2009-07-14,558.38,2009
1444,2009-07-15,558.93,2009
1445,2009-07-16,557.23,2009
1446,2009-07-17,558.44,2009
1447,2009-07-20,558.88,2009
1448,2009-07-21,558.79,2009
1449,2009-07-22,558.1,2009
1450,2009-07-23,559.3,2009
1451,2009-07-24,559.5,2009
1452,2009-07-27,559.45,2009
1453,2009-07-28,558.92,2009
1454,2009-07-29,558.82,2009
1455,2009-07-30,559.0,2009
1456,2009-07-31,559.06,2009
1457,2009-08-03,558.81,2009
1458,2009-08-04,558.92,2009
1459,2009-08-05,558.32,2009
1460,2009-08-06,559.25,2009
1461,2009-08-07,559.33,2009
1462,2009-08-10,558.08,2009
1463,2009-08-11,557.59,2009
1464,2009-08-12,557.31,2009
1465,2009-08-13,557.51,2009
1466,2009-08-14,556.89,2009
1467,2009-08-17,557.43,2009
1468,2009-08-18,557.52,2009
1469,2009-08-19,552.2,2009
1470,2009-08-20,557.79,2009
1471,2009-08-21,557.69,2009
1472,2009-08-24,558.15,2009
1473,2009-08-25,557.81,2009
1474,2009-08-26,557.7,2009
1475,2009-08-27,557.91,2009
1476,2009-08-28,560.21,2009
1477,2009-08-31,557.44,2009
1478,2009-09-01,557.2,2009
1479,2009-09-02,557.61,2009
1480,2009-09-03,558.51,2009
1481,2009-09-04,557.68,2009
1482,2009-09-07,558.14,2009
1483,2009-09-08,558.73,2009
1484,2009-09-09,558.78,2009
1485,2009-09-10,557.66,2009
1486,2009-09-11,559.2,2009
1487,2009-09-14,558.83,2009
1488,2009-09-15,557.37,2009
1489,2009-09-16,558.72,2009
1490,2009-09-17,558.36,2009
1491,2009-09-18,558.67,2009
1492,2009-09-21,557.96,2009
1493,2009-09-22,558.95,2009
1494,2009-09-23,558.77,2009
1495,2009-09-24,562.49,2009
1496,2009-09-25,559.09,2009
1497,2009-09-28,557.92,2009
1498,2009-09-29,557.64,2009
1499,2009-09-30,558.59,2009
1500,2009-10-01,559.14,2009
1501,2009-10-02,556.28,2009
1502,2009-10-05,558.49,2009
1503,2009-10-06,558.37,2009
1504,2009-10-07,558.67,2009
1505,2009-10-08,559.23,2009
1506,2009-10-09,558.81,2009
1507,2009-10-12,558.49,2009
1508,2009-10-13,557.49,2009
1509,2009-10-14,559.89,2009
1510,2009-10-15,560.03,2009
1511,2009-10-16,560.46,2009
1512,2009-10-19,559.97,2009
1513,2009-10-20,559.52,2009
1514,2009-10-21,559.11,2009
1515,2009-10-22,559.3,2009
1516,2009-10-23,561.1,2009
1517,2009-10-26,559.28,2009
1518,2009-10-27,559.74,2009
1519,2009-10-28,561.58,2009
1520,2009-10-29,555.04,2009
1521,2009-10-30,562.67,2009
1522,2009-11-02,559.67,2009
1523,2009-11-03,558.86,2009
1524,2009-11-04,554.47,2009
1525,2009-11-05,559.21,2009
1526,2009-11-06,559.26,2009
1527,2009-11-09,559.45,2009
1528,2009-11-10,559.34,2009
1529,2009-11-11,559.46,2009
1530,2009-11-12,559.31,2009
1531,2009-11-13,558.64,2009
1532,2009-11-16,559.96,2009
1533,2009-11-17,560.9,2009
1534,2009-11-18,560.25,2009
1535,2009-11-19,560.49,2009
1536,2009-11-20,560.69,2009
1537,2009-11-23,560.3,2009
1538,2009-11-24,560.1,2009
1539,2009-11-25,560.25,2009
1540,2009-11-26,560.63,2009
1541,2009-11-27,560.52,2009
1542,2009-11-30,560.8,2009
1543,2009-12-01,559.79,2009
1544,2009-12-02,562.34,2009
1545,2009-12-03,560.19,2009
1546,2009-12-04,560.12,2009
1547,2009-12-07,560.79,2009
1548,2009-12-08,561.02,2009
1549,2009-12-09,560.3,2009
1550,2009-12-10,560.86,2009
1551,2009-12-11,566.66,2009
1552,2009-12-14,560.74,2009
1553,2009-12-15,560.44,2009
1554,2009-12-16,560.39,2009
1555,2009-12-17,560.61,2009
1556,2009-12-18,560.39,2009
1557,2009-12-21,560.18,2009
1558,2009-12-22,559.48,2009
1559,2009-12-23,559.91,2009
1560,2009-12-24,559.53,2009
1561,2009-12-25,569.0,2009
1562,2009-12-28,559.6,2009
1563,2009-12-29,560.15,2009
1564,2009-12-30,559.98,2009
1565,2009-12-31,560.42,2009
1566,2010-01-01,570.0,2010
1567,2010-01-04,559.66,2010
1568,2010-01-05,561.0,2010
1569,2010-01-06,561.24,2010
1570,2010-01-07,560.78,2010
1571,2010-01-08,561.34,2010
1572,2010-01-11,561.67,2010
1573,2010-01-12,561.6,2010
1574,2010-01-13,562.37,2010
1575,2010-01-14,562.4,2010
1576,2010-01-15,562.55,2010
1577,2010-01-18,562.01,2010
1578,2010-01-19,561.64,2010
1579,2010-01-20,561.91,2010
1580,2010-01-21,561.44,2010
1581,2010-01-22,560.85,2010
1582,2010-01-25,561.75,2010
1583,2010-01-26,561.63,2010
1584,2010-01-27,561.12,2010
1585,2010-01-28,562.68,2010
1586,2010-01-29,563.18,2010
1587,2010-02-01,562.78,2010
1588,2010-02-02,562.51,2010
1589,2010-02-03,562.7,2010
1590,2010-02-04,562.6,2010
1591,2010-02-05,562.49,2010
1592,2010-02-08,561.88,2010
1593,2010-02-09,562.43,2010
1594,2010-02-10,562.48,2010
1595,2010-02-11,562.73,2010
1596,2010-02-12,562.64,2010
1597,2010-02-15,562.39,2010
1598,2010-02-16,562.28,2010
1599,2010-02-17,562.76,2010
1600,2010-02-18,562.25,2010
1601,2010-02-19,562.03,2010
1602,2010-02-22,560.91,2010
1603,2010-02-23,562.0,2010
1604,2010-02-24,562.07,2010
1605,2010-02-25,561.86,2010
1606,2010-02-26,561.46,2010
1607,2010-03-01,563.36,2010
1608,2010-03-02,561.26,2010
1609,2010-03-03,561.64,2010
1610,2010-03-04,560.91,2010
1611,2010-03-05,561.54,2010
1612,2010-03-08,561.07,2010
1613,2010-03-09,561.87,2010
1614,2010-03-10,561.71,2010
1615,2010-03-11,561.72,2010
1616,2010-03-12,562.23,2010
1617,2010-03-15,561.67,2010
1618,2010-03-16,561.49,2010
1619,2010-03-17,561.63,2010
1620,2010-03-18,561.46,2010
1621,2010-03-19,562.03,2010
1622,2010-03-22,561.34,2010
1623,2010-03-23,561.42,2010
1624,2010-03-24,561.49,2010
1625,2010-03-25,561.64,2010
1626,2010-03-26,561.51,2010
1627,2010-03-29,562.26,2010
1628,2010-03-30,562.44,2010
1629,2010-03-31,569.55,2010
1630,2010-04-01,569.7,2010
1631,2010-04-02,560.08,2010
1632,2010-04-05,569.0,2010
1633,2010-04-06,569.25,2010
1634,2010-04-07,569.0,2010
1635,2010-04-08,569.25,2010
1636,2010-04-09,569.05,2010
1637,2010-04-12,569.0,2010
1638,2010-04-13,561.64,2010
1639,2010-04-14,568.75,2010
1640,2010-04-15,569.0,2010
1641,2010-04-16,563.16,2010
1642,2010-04-19,569.0,2010
1643,2010-04-20,569.0,2010
1644,2010-04-21,569.0,2010
1645,2010-04-22,569.0,2010
1646,2010-04-23,569.0,2010
1647,2010-04-26,569.0,2010
1648,2010-04-27,570.5,2010
1649,2010-04-28,570.0,2010
1650,2010-04-29,570.0,2010
1651,2010-04-30,569.5,2010
1652,2010-05-03,572.0,2010
1653,2010-05-04,574.0,2010
1654,2010-05-05,573.95,2010
1655,2010-05-06,574.0,2010
1656,2010-05-07,574.0,2010
1657,2010-05-10,566.82,2010
1658,2010-05-11,574.05,2010
1659,2010-05-12,574.0,2010
1660,2010-05-13,574.0,2010
1661,2010-05-14,575.0,2010
1662,2010-05-17,563.57,2010
1663,2010-05-18,574.0,2010
1664,2010-05-19,554.89,2010
1665,2010-05-20,574.25,2010
1666,2010-05-21,574.25,2010
1667,2010-05-24,574.0,2010
1668,2010-05-25,575.0,2010
1669,2010-05-26,575.0,2010
1670,2010-05-27,575.0,2010
1671,2010-05-28,575.05,2010
1672,2010-05-31,567.11,2010
1673,2010-06-01,577.5,2010
1674,2010-06-02,577.45,2010
1675,2010-06-03,577.55,2010
1676,2010-06-04,577.5,2010
1677,2010-06-07,577.55,2010
1678,2010-06-08,577.5,2010
1679,2010-06-09,577.55,2010
1680,2010-06-10,568.88,2010
1681,2010-06-11,579.0,2010
1682,2010-06-14,579.05,2010
1683,2010-06-15,547.0,2010
1684,2010-06-16,579.5,2010
